2,14,06/16/2016 14:57,"20.5250002, -100.8116944","14Q, 311099.6038, 2270626.93","Hospital Guadalupano, Guadalupe 205 Street.",Poniente,Structural Measurement,,,,,,https://drive.google.com/file/d/0B-xqovB0wtaEajZ0bHB1ZV9QWGc/view?usp=sharing,Other,"Inside Hospital, in the hall. No strike dip.",https://drive.google.com/file/d/0B_iQ7IZhmO2zajl0cE1kUU5yYTQ/view?usp=sharing,Other,"Hall, ramp because the fault",https://drive.google.com/file/d/0B2clEDkilKH0b0VRRVo1WW82MkE/view?usp=sharing,Other,Emergency Area,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-10-24
2,9,Thu Jun 16 13:13:30 2016 13:13,20.53065288 -100.8121844,"14Q, 311055.444 2271253.298",Located in street,Oriente,Structural Measurement,340,,,,https://lh5.googleusercontent.com/PSzXEJuBF5-wH5w0iKKxf-xUEguFEg9-_jcfHw3aOACdZXzQK6IEWcJJiiEcwEOxQOdXBw=w1229-h569,https://drive.google.com/file/d/0B-xqovB0wtaEQi1TYWpmTnlGMG8/view?usp=sharing,Wall,,,Wall,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-12-40
2,10,Thu Jun 16 13:03:31 2016 13:03,20.53159408 -100.8124955,"14Q, 311024.1632 2271357.857","on calle yucatan, faults cuts across red bricks",Oriente,Structural Measurement,,,,,,https://drive.google.com/file/d/0B-xqovB0wtaEUXZaM0MzdVVTZlk/view?usp=sharing,Wall,,,Wall,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,Faults are blurry. We cant map it verywell.,2016-06-21-04-16-39
2,2,06/16/2016 12:04,"20.53047404, -100.80945428","14Q, 311339.9513634, 2271230.34143189",Heading north on primo verdad,Oriente,Structural Measurement,350,-,-,-,https://drive.google.com/file/d/0B-xqovB0wtaEYzk0QnZEcEtmZDA/view?usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaEMGgzMFJGcWRJc00/view?usp=sharing,Road,Crack on the road,https://drive.google.com/file/d/0B-xqovB0wtaENF9GSFdidEZEOWs/view?usp=sharing,Sidewalk,The sidewalk shows some cracks. We can see a football field behind the sidewalk level.,https://drive.google.com/file/d/0B-xqovB0wtaEWGFnWmoxdjlWRGM/view?usp=sharing,Wall,Crack on the road,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view?usp=sharing,,2016-06-21-04-21-45
2,11,Thu Jun 16 13:40:23 2016 13:40,20.52885862 -100.81241,"14Q, 311029.7161 2271054.918",Next to a ´Ferretería & Plomería´,Oriente,Structural Measurement,340,,,,https://lh6.googleusercontent.com/Q8chkCdYGD3yZUznu5nKpwudqUisfWm-0pPFd5xBIjpvAAkRhFA89Wz5bvqxiGuXMvEkqA=w1229-h569,https://drive.google.com/file/d/0B-xqovB0wtaEU2dOdGxpMVpWTWs/view?usp=sharing,Housefront,Inminent displacement inside house,https://drive.google.com/file/d/0B-xqovB0wtaEYV9ZT3pPeW1TZGM/view?usp=sharing,Housefront,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-21-47
2,15,06/16/2016 15:02,"20.52463192, -100.8116381","14Q, 311105.0255, 2270586.093",5 de Mayo Street and Guadalupe Street,Poniente,Structural Measurement,10 ó 346,9,1,6.39,https://drive.google.com/folderview?id=0B-xqovB0wtaETVV6cDFWa3RNdm8&usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaEOXJ4UjlzSEdOc1E/view?usp=sharing,Wall,"Wall, repaired , shearing stress deformation",https://drive.google.com/file/d/0B_iQ7IZhmO2zdGE1b3pqWDk0WXM/view,Wall,"Wall, repaired , shearing stress deformation",,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-22-40
2,3,06/16/2016 12:15,"20.52641284, -100.81145337","14Q, 311126.48010594, 2270783.04251989",On primo verdad closer 20 de Noviembre,Oriente,Structural Measurement,325-353,16,4,14.51182111,https://drive.google.com/file/d/0B-xqovB0wtaES2VHT1o3bmp2Nmc/view?usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaEQ3JnOTk5bzM5RjA/view?usp=sharing,Road,Sidewalk and road with a crack,,Wall,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view?usp=sharing,,2016-06-21-04-23-28
2,12,Thu Jun 16 13:48:58 2016 13:48,20.52818961 -100.8121629,"14Q, 311054.6594 2270980.567",,Oriente,Structural Measurement,335,16,1,3.63,https://lh5.googleusercontent.com/ntdwEzCk7kgE7tGBTccG4zAyW-YIMd3jhcSGEvgMvoDuMAOJ-o9nYmBGtM-xtkjrLAJ6HQ=w1229-h569,https://drive.google.com/file/d/0B-xqovB0wtaESWx5cm96REpoZHM/view?usp=sharing,Sidewalk,,,Wall,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-24-55
2,4,06/16/2016 12:18,"20.5310705, -100.80956065","14Q, 311329.58971312, 2271296.49760121",-,Oriente,Structural Measurement,-,-,-,-,https://drive.google.com/file/d/0B-xqovB0wtaEeHVDdG9vQ2RtcmM/view?usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaETzZ4dkk0bm1JMU0/view?usp=sharing,Wall,The rear of a house is shown at a higher level than the sidewalk.,,Wall,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view?usp=sharing,,2016-06-21-04-25-47
2,1,06/16/2016 15:39,"20.52133019,-100.8104539","14Q,311224.4806,2270219.194",,Poniente,Structural Measurement,349,15,1.5,5.795554958,,https://drive.google.com/file/d/0B-,Wall,red building,https://drive.google.com/file/d/0B_iQ7IZhmO2zaTd2bmVlVkczMU0/view?usp=sharing,Wall,business that sell carriages,,Housefront,,,,,2016-06-21-04-27-00
2,5,06/16/2016 12:24,,,Near railroad tracks,Oriente,Structural Measurement,354,-,3,-,https://drive.google.com/file/d/0B-xqovB0wtaEaGZITHFLSnZyQmc/view?usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaEOWlEWnpBOTYyZVU/view?usp=sharing,Wall,Crack Road,https://drive.google.com/file/d/0B_iQ7IZhmO2zMEM0Z0lRQjBTbmc/view?usp=sharing,Wall,Crack Road,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view?usp=sharing,Crack Road,2016-06-21-04-29-27
2,6,06/16/2016 12:53,"20.53111172, -100.81214714","14Q, 311059.89664703, 2271304.05199641",slip visible on pink house and extends to offset fence,Oriente,Structural Measurement,335,-,0.1,-,https://drive.google.com/file/d/0B-xqovB0wtaEYzdaYWhCOVUyZFU/view?usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaEdzhZU1dDazdOcGM/view?usp=sharing,Road,Crack Road,https://drive.google.com/file/d/0B_iQ7IZhmO2zRjFQc0xickxkZUk/view?usp=sharing,Sidewalk,Crack Road,,Housefront,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view?usp=sharing,,2016-06-21-04-30-43
2,16,06/16/2016 15:16,"20.52295232, -100.8109287","14Q, 311176.9566, 2270399.326",Fco. Madero Street,Poniente,Structural Measurement,336-350,12,1.5,7.86,https://drive.google.com/folderview?id=0B-xqovB0wtaETVV6cDFWa3RNdm8&usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaEWmRXOG9rZmR0dW8/view,Other,and wall,https://drive.google.com/file/d/0B_iQ7IZhmO2zUmlnU3RaVXRwdlk/view?usp=sharing,Wall,Convento Franciscano,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-35-37
2,17,06/16/2016 15:24,"20.5218853, -100.8114648","14Q, 311119.7301, 2270281.818","Parking lote, Carranza Street, Carnitas el Bajio Shop, entrance not allowed",Poniente,Structural Measurement,,,,,https://drive.google.com/folderview?id=0B-xqovB0wtaETVV6cDFWa3RNdm8&usp=sharing,,Other,no,,Other,no,,Other,no,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-39-56
2,18,06/16/2016 15:30,"20.52191665, -100.8106472","14Q, 311205.0429, 2270284.343","Plaza Independencia,",Poniente,Structural Measurement,348-345,0,1.5,?,https://drive.google.com/folderview?id=0B-xqovB0wtaETVV6cDFWa3RNdm8&usp=sharing,https://drive.google.com/file/d/0B-xqovB0wtaER284dTI3Y3Jmajg/view?usp=sharing,Wall,,https://drive.google.com/file/d/0B_iQ7IZhmO2zRE40NURZX0lBd2M/view?usp=sharing,Other,stairs,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-44-19
2,20,06/16/2016 15:52,"20.52039421,-100.8101622","14Q,311253.7579,2270115.236","In front of busines ""Creaciones Alma""",Poniente,Structural Measurement,340,11,1.5,7.86,,https://drive.google.com/file/d/0B-xqovB0wtaEQXkxZ05MUlYtMUk/view?usp=sharing,Wall,fault covered by asphalt,,Wall,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-49-29
2,20,06/16/2016 15:52,"20.52039421,-100.8101622","14Q,311253.7579,2270115.236","In front of busines ""Creaciones Alma""",Poniente,Structural Measurement,340,11,1.5,7.86,,https://drive.google.com/file/d/0B-xqovB0wtaEQXkxZ05MUlYtMUk/view?usp=sharing,Wall,fault covered by asphalt,,Wall,,,Wall,,,https://drive.google.com/file/d/0B-xqovB0wtaEd2NPYWp6bjFrMjQ/view,,2016-06-21-04-49-29
2,21,06/20/2016 12:38,"20.52244085,-100.8108555","14Q,311183.9592,2270342.618",next to a pine tree and fountain,Poniente,Structural Measurement,338,-1,1,57.29,,https://drive.google.com/file/d/0B-xqovB0wtaEcGZaZ3dFUlp5RTg/view?pref=2&pli=1,Wall,Wall dislocated in two parts,,Wall,,,Wall,,,,,2016-06-21-04-57-43
2,22,06/20/2016 12:36,"20.52244085,-100.8108555","14Q,311183.9592,2270342.618",roof of historic center,Poniente,Structural Measurement,337,3,1,-19.107,,https://drive.google.com/file/d/0B-xqovB0wtaEU1dVVkNlbkdLdGs/view?pref=2&pli=1,Other,roof,,Wall,,,Wall,,,,,2016-06-21-05-05-14
2,23,06/20/2016 11:47,"20.52244085,-100.8108555","14Q,311183.9592,2270342.618",fault in the church,Poniente,Structural Measurement,328,0,1.2,,,https://drive.google.com/file/d/0B-xqovB0wtaEU1dVVkNlbkdLdGs/view?pref=2&pli=1,Other,roof of church in celaya on 2nd trip,,Wall,,,Wall,,,,,2016-06-21-05-16-38
2,24,06/20/2016 11:42,"20.52244085,-100.8108555","14Q,311183.9592,2270342.618",fracture in wall of the temple,Poniente,Structural Measurement,328,,,,,https://drive.google.com/file/d/0B-xqovB0wtaEWlBZeG1VOFNNT1U/view?pref=2&pli=1,Wall,inside church,,Wall,,,Wall,,,,,2016-06-21-05-20-56
3,4,06/16/2016 16:00,"20.51147603, -100.80759129","14Q,311510.97397972,2269124.95046548",Inside Market (Parking Lot),Poniente,Structural Measurement,341,-,-,7,https://drive.google.com/open?id=0B6MCY2doAFR0TG9ySWZqOWdFM2c,https://drive.google.com/open?id=0B-k-j9njrUiLQUotRVZxaXdNM0U,Road,Fractures in asphalt. Subtle but wide.,https://drive.google.com/open?id=0B-k-j9njrUiLdW1ibEdScThZX3M,Road,-,https://drive.google.com/open?id=0B-k-j9njrUiLRVhPR2ZQUUh4UVk,Wall,Fractures in asphalt. Subtle but wide.,TrackTeam3.jpg,https://drive.google.com/open?id=0B3roOl6qm5iSRDZWdC1jZ25oTUE,-,2016-06-21-04-58-02
3,14,06/16/2016 15:42,"20.51775301, -100.80943905","14Q,311325.9411126,2269821.99729645",130A Libertad Street,Poniente,Structural Measurement,321,-,-,8.2,https://drive.google.com/open?id=0B6MCY2doAFR0M0JXWllPand4aDQ,https://drive.google.com/open?id=0B-k-j9njrUiLcWRBTmpMZ2lhbG8,Wall,https://drive.google.com/open?id=0B6MCY2doAFR0M0JXWllPand4aDQ,https://drive.google.com/open?id=0B-k-j9njrUiLVTZGS3p2S2tDNDA,Wall,Crack on inside wall of a house.,https://drive.google.com/open?id=0B-k-j9njrUiLT0FBeG5iX1hrcFk,Wall,Cracks on in front of wall of a grocery place. 1.80 cm cracks.,TrackTeam3.jpg,https://drive.google.com/open?id=0B3roOl6qm5iSRDZWdC1jZ25oTUE,-,2016-06-21-04-58-08
